Inconsistent Movie Records: 
The following [40] records are dropped because of violating constraints in the database
Star Details - ID:WiW30, Title:Buena Vista Social Club, Year:19yy, Director:Wenders.
Star Details - ID:TSu10, Title:Jack and Sarah, Year:1996, Director:Sullivan.
Star Details - ID:PhD5, Title:Ten North Frederick, Year:1958, Director:Ph.Dunne.
Star Details - ID:ELu50, Title:Sangaree, Year:1953, Director:Ludwig.
Star Details - ID:LeG24, Title:Mexico Spitfire's Blessed Event, Year:1943, Director:Goodwins.
Star Details - ID:RoL59, Title:Fallen Angel, Year:1980, Director:R.Lewis.
Star Details - ID:SyC5, Title:Another Damaging Day, Year:1991, Director:Cochran.
Star Details - ID:JCw73, Title:Dragon Seed, Year:1944, Director:Conway.
Star Details - ID:LiA50, Title:The Whales of August, Year:1987, Director:L.Anderson.
Star Details - ID:MAp24, Title:Agatha, Year:1979, Director:Apted.
Star Details - ID:CDM80, Title:The Ten Commandments, Year:1956, Director:DeMille.
Star Details - ID:ICr5, Title:Tom Sawyer, Year:1930, Director:Cromwell.
Star Details - ID:EBz50, Title:Easy To Wed, Year:1946, Director:Buzzell.
Star Details - ID:WlD59, Title:Salome, Year:1953, Director:Dieterle.
Star Details - ID:IF129, Title:Cheyenne Autumn, Year:1964, Director:J.Ford.
Star Details - ID:DCn10, Title:Judge Dredd, Year:1995, Director:Cannon.
Star Details - ID:TRo1, Title:The War Zone, Year:1999, Director:T.Roth.
Star Details - ID:JnD10, Title:Symphonie Pastorale, Year:1946, Director:Delannoy.
Star Details - ID:AMs50, Title:The Murderer, Year:1967, Director:Mattsson.
Star Details - ID:ESP26, Title:The Prisoner of Zenda, Year:1912, Director:E.S.Porter.
Star Details - ID:AL21, Title:Sorry Wrong Number, Year:1948, Director:Litvak.
Star Details - ID:RAl56, Title:M*A*S*H, Year:1970, Director:Altman.
Star Details - ID:GBS130, Title:Andy Hardy's Private Secretary, Year:1941, Director:Seitz.
Star Details - ID:JqB5, Title:Goupi Mains Rouges, Year:1942, Director:J.Becker.
Star Details - ID:PGy20, Title:Please Murder Me, Year:1956, Director:Godfrey.
Star Details - ID:RS2, Title:Alien, Year:1979, Director:R.Scott.
Star Details - ID:IIr12, Title:Ghost Story, Year:1981, Director:Irvin.
Star Details - ID:NT70, Title:Broadway Melody of 1940, Year:1940, Director:Taurog.
Star Details - ID:MkR10, Title:Murder Ordained, Year:1987, Director:Rob.
Star Details - ID:BuH10, Title:Heaven Can Wait, Year:1978, Director:Henry.
Star Details - ID:JxS12, Title:Jakub, Year:1992, Director:Sevcikova.
Star Details - ID:PPz10, Title:Frau Berta Garlan, Year:1989, Director:Patzak.
Star Details - ID:AxR10, Title:The Guard, Year:1989, Director:Rogoschkin.
Star Details - ID:SiN10, Title:New York Nights, Year:1983, Director:Nuchtern.
Star Details - ID:AEy14, Title:Exotica, Year:1995, Director:Egoyan.
Star Details - ID:HeD105, Title:My Brother Richard, Year:1957, Director:Daugherty.
Star Details - ID:LMC6, Title:The Kid From Spain, Year:1932, Director:McCarey.
Star Details - ID:FFf10, Title:Spymaker, Year:1990, Director:Fairfax.
Star Details - ID:JR75, Title:Swamp Water, Year:1939, Director:J.Renoir.
Star Details - ID:OIo10, Title:La Chasse Aux Papillons, Year:1993, Director:Iosseliani.
Star Details - ID:FkP10, Title:All on Account of Milk, Year:1910, Director:F.Powell.
Star Details - ID:EDW10, Title:Glen or Glenda, Year:1953, Director:E.D.Wood~jr.
Star Details - ID:W56, Title:The Hatchet Man, Year:1932, Director:Wellman.
Star Details - ID:SE15, Title:Que Viva Mexico, Year:1932, Director:Eisenstein.
Star Details - ID:GRH12, Title:The World According to Garp, Year:1982, Director:G.R.Hill.
Star Details - ID:GLC4, Title:Symphony of Six Million, Year:1932, Director:LaCava.
Star Details - ID:MBe2, Title:China is Near, Year:1967, Director:Bellocchio.
Star Details - ID:AS30, Title:Boy Meets Girl, Year:1994, Director:Alan~Smithee.
Star Details - ID:FNm40, Title:General Spanky, Year:1936, Director:Newmeyer.
Star Details - ID:RTh8, Title:Wyoming, Year:1940, Director:R.Thorpe.
Star Details - ID:JIv42, Title:The Remains of the Day, Year:1993, Director:Ivory.
Star Details - ID:EZw5, Title:Legends of the Fall, Year:1994, Director:Zwick.
Star Details - ID:DBl10, Title:An American Tail, Year:1986, Director:Bluth.
Star Details - ID:IB102, Title:Madame Mystery, Year:1960, Director:Brahm.
Star Details - ID:LaJ5, Title:The Mackenzie Break, Year:1970, Director:L.Johnson.
Star Details - ID:ESP10, Title:Uncle Tom's Cabin, Year:1902, Director:E.S.Porter.
Star Details - ID:CaR31, Title:Sibling Rivalry, Year:1990, Director:C.Reiner.
Star Details - ID:ECa30, Title:Rio Grande, Year:1920, Director:Carewe.
Star Details - ID:ECn150, Title:In Conference, Year:1931, Director:Cline.
Star Details - ID:RAl95, Title:Short Cuts, Year:1993, Director:Altman.
Star Details - ID:GC11, Title:Dinner at Eight, Year:1933, Director:Cukor.
Star Details - ID:CsS10, Title:Where Angels Fear to Tread, Year:1992, Director:Sturridge.
Star Details - ID:KV55, Title:Together Again, Year:1944, Director:K.Vidor.
Star Details - ID:CDv10, Title:Noir et Blanc, Year:1993, Director:Devers.
Star Details - ID:ZKK10, Title:Cry and Cry Again, Year:1987, Director:Kovacs.
Star Details - ID:VSj5, Title:He Who gets Slapped, Year:1924, Director:Seastrom.
Star Details - ID:JTo3, Title:Exposed, Year:1983, Director:Toback.
Star Details - ID:C126, Title:Yankee Doodle Dandy, Year:1942, Director:Curtiz.
Star Details - ID:JR81, Title:The Diary of a Chambermaid, Year:1946, Director:J.Renoir.
Star Details - ID:MS22, Title:The Last Temptation of Christ, Year:1988, Director:Scorsese.
Star Details - ID:AKl10, Title:Sue, Year:1998, Director:Kollek.
Star Details - ID:GDo37, Title:Them!, Year:1954, Director:G.Douglas.
Star Details - ID:BeW12, Title:Morituri, Year:1965, Director:Wicki.
Star Details - ID:FF13, Title:The Clowns, Year:1971, Director:Fellini.
Star Details - ID:GTh14, Title:Carry On Teacher, Year:1960, Director:G.Thomas.
Star Details - ID:AlA50, Title:Jessi's Girls, Year:1983, Director:Adamson.
Star Details - ID:RWN36, Title:The House of Fear, Year:1945, Director:R.W.Neill.
Star Details - ID:EG23, Title:The Constant Nymph, Year:1943, Director:E.Goulding.
Star Details - ID:Z0006, Title:Macbeth, Year:1908, Director:Unknown0.
Star Details - ID:CTB25, Title:The Shaggy Dog, Year:1959, Director:Barton.
Star Details - ID:GTh38, Title:Carry On Doctor, Year:1967, Director:G.Thomas.
Star Details - ID:LCa14, Title:Les Amants du Pont-Neuf, Year:1991, Director:Carax.
Star Details - ID:MvS3, Title:Houseboat, Year:1958, Director:Shavelson.
Star Details - ID:LyR1, Title:Ratcatcher, Year:1999, Director:Ramsay.
Star Details - ID:H48, Title:Strangers on a Train, Year:1951, Director:Hitchcock.
Star Details - ID:IrR20, Title:The Glass Menagerie, Year:1950, Director:Rapper.
Star Details - ID:BNu1, Title:Camille Claudel, Year:1989, Director:Nuytten.
Star Details - ID:FZ15, Title:The Sundowners, Year:1960, Director:Zinneman.
Star Details - ID:MLu10, Title:Street People, Year:1976, Director:Lucidi.
Star Details - ID:BsK930, Title:Streamlined Swing, Year:1938, Director:B.Keaton.
Star Details - ID:PhL15, Title:High Tide at Noon, Year:1957, Director:Ph.Leacock.
Star Details - ID:IBd10, Title:Friday the 13th ... The Orphan, Year:1980, Director:J.Ballard.
Star Details - ID:OlS17, Title:The Doors, Year:1991, Director:Ol.Stone.
Star Details - ID:KuN42, Title:Tarzan and the She-Devil, Year:1953, Director:K.Neumann.
Star Details - ID:ACy32, Title:A Trap for Cinderella, Year:1965, Director:Cayatte.
Star Details - ID:GC38, Title:It Should Happen to You, Year:1954, Director:Cukor.
Star Details - ID:LaK16, Title:French Kiss, Year:1995, Director:L.Kasdan.
Star Details - ID:RWF7, Title:The American Soldier, Year:1970, Director:Fassbinder.
Star Details - ID:AZu18, Title:Mes Nuits sont plus belles que vos jours, Year:1988, Director:Zulawski.
Star Details - ID:CLa100, Title:Abbott and Costello Meet the Invisible Man, Year:1951, Director:Lamont.
Star Details - ID:PeB8, Title:Meetings with Remarkable Men, Year:1972, Director:Brook.
Star Details - ID:JR100, Title:The Vanishing Corporal, Year:1961, Director:J.Renoir.
Star Details - ID:IvR4, Title:Stripes, Year:1981, Director:Reitman.
Star Details - ID:InH18, Title:Ghidrah, The Three-Headed Monster, Year:1965, Director:Honda.
Star Details - ID:SCr10, Title:Dr. Dolittle 2, Year:2000, Director:S.Carr.
Star Details - ID:BoW4, Title:Elvira Madigan, Year:1967, Director:Widerberg.
Star Details - ID:PhK25, Title:Scandal Sheet, Year:1952, Director:Karlson.
Star Details - ID:ThS5, Title:Kingfish: A Story of Huey P. Long, Year:1995, Director:Schlamme.
Star Details - ID:JeY5, Title:Killer Bat, Year:1942, Director:Yarborough.
Star Details - ID:DaB31, Title:Lullaby of Broadway, Year:1951, Director:D.Butler.
Star Details - ID:PBo18, Title:Texasville, Year:1989, Director:Bogdanovich.
Star Details - ID:ArH205, Title:The Klansmen, Year:1968, Director:Hiller.
Star Details - ID:DMG1, Title:Johnny Concho, Year:1956, Director:McGuire.
Star Details - ID:MoF1, Title:Bopha!, Year:1993, Director:Freeman.
Star Details - ID:MhR1, Title:Boule de Suif, Year:1934, Director:Romm.
Star Details - ID:OlA16, Title:Destinees Sentimentales, Year:1999, Director:Assayas.
Star Details - ID:LeJ11, Title:Model Wife, Year:1941, Director:Jason.
Star Details - ID:JqD17, Title:Lady Oscar, Year:1979, Director:J.Demy.
Star Details - ID:JiA7, Title:The Kidnapping of Mrs. Stone, Year:1986, Director:Abrahams.
Star Details - ID:BCo10, Title:Gods and Monsters, Year:1998, Director:Condon.
Star Details - ID:ML20, Title:No Time for Love, Year:1943, Director:Leisen.
Star Details - ID:AMD16, Title:Yor, the Hunter from the Future, Year:1983, Director:Dawson.
Star Details - ID:JR30, Title:Toni, Year:1934, Director:J.Renoir.
Star Details - ID:ECn161, Title:High Flyers, Year:1937, Director:Cline.
Star Details - ID:IIl10, Title:The Fast and Furious, Year:1954, Director:J.Ireland.
Star Details - ID:ALu30, Title:L'assissinatat du Duc de Guise, Year:1908, Director:A.Lumiere.
Star Details - ID:ClL6, Title:Vivre Pour vivre, Year:1967, Director:Lelouch.
Star Details - ID:LSh1, Title:Charlie Chan at the Wax Museum, Year:1940, Director:Shores.
Star Details - ID:JNm67, Title:Misadventure, Year:1964, Director:J.Newman.
Star Details - ID:PGg9, Title:Bloody Sunday, Year:2002, Director:Greengrass.
Star Details - ID:WR70, Title:I'm No Angel, Year:1933, Director:Ruggles.
Star Details - ID:NJ14, Title:F.I.S.T., Year:1978, Director:Jewison.
Star Details - ID:WHl10, Title:48 Hrs., Year:1982, Director:W.Hill.
Star Details - ID:Ble19, Title:Sleepers, Year:1996, Director:B.Levinson.
Star Details - ID:DeD61, Title:The Last Wagon, Year:1956, Director:Daves.
Star Details - ID:CEa11, Title:Straight No Chaser, Year:1986, Director:Eastwood.
Star Details - ID:RM2, Title:City Streets, Year:1931, Director:Mamoulian.
Star Details - ID:JL15, Title:The Patsy, Year:1964, Director:J.Lewis.
Star Details - ID:EDm25, Title:Till the End of Time, Year:1946, Director:Dmytryk.
Star Details - ID:HKo25, Title:Dear Brigitte, Year:1950, Director:Koster.
Star Details - ID:CBd30, Title:Nutcracker, the Motion Picture, Year:1989, Director:C.Ballard.
Star Details - ID:H37, Title:Saboteur, Year:1942, Director:Hitchcock.
Star Details - ID:HK94, Title:The Sun also Rises, Year:1957, Director:H.King.
Star Details - ID:OP31, Title:Exodus, Year:1960, Director:Preminger.
Star Details - ID:APa5, Title:Bugsy Malone, Year:1977, Director:A.Parker.
Star Details - ID:H38, Title:Shadow of a Doubt, Year:1943, Director:Hitchcock.
Star Details - ID:GeA10, Title:Miami Blues, Year:1990, Director:Armitage.
Star Details - ID:PM3, Title:Blume in Love, Year:1973, Director:Mazursky.
Star Details - ID:GC26, Title:Gaslight, Year:1944, Director:Cukor.
Star Details - ID:CTB15, Title:Africa Screams, Year:1949, Director:Barton.
Star Details - ID:IAv10, Title:Rocky, Year:1976, Director:J.G.Avildsen.
Star Details - ID:TAn20, Title:Ulysses' Gaze, Year:1996, Director:Angelopoulos.
Star Details - ID:CyC10, Title:Les Nuits Fauves, Year:1994, Director:Collard.
Star Details - ID:BeW10, Title:The Visit, Year:1964, Director:Wicki.
Star Details - ID:JPd20, Title:Macunaima, Year:1969, Director:deAndrade.
Star Details - ID:TMo10, Title:Shadows Over Chinatown, Year:1946, Director:Morse.
Star Details - ID:JNs102, Title:The Legacy, Year:1956, Director:Neilson.
Star Details - ID:EMo5, Title:Le Dos Au Mur, Year:1958, Director:Molinaro.
Star Details - ID:Pal20, Title:Carne Tremula, Year:1998, Director:Almodovar.
Star Details - ID:WWi10, Title:Tom Horn, Year:1975, Director:Wiard.
Star Details - ID:StG10, Title:Paradise, Year:1981, Director:Gillard.
Star Details - ID:JA35, Title:The Mouse that Roared, Year:1959, Director:Arnold.
Star Details - ID:RAB10, Title:The Black Mantilla, Year:1917, Director:Baldwin.
Star Details - ID:JEu15, Title:Bad Company, Year:1969, Director:Eustache.
Star Details - ID:Z9783, Title:Lois and Clark, Year:1997, Director:UnYear97.
Star Details - ID:CBw15, Title:A Woman of Affairs, Year:1928, Director:Cl.Brown.
Star Details - ID:HeD121, Title:Mother, May I go out to Swim?, Year:1960, Director:Daugherty.
Star Details - ID:CfO20, Title:The Return of She, Year:1983, Director:Owen.
Star Details - ID:JRi10, Title:L'Etat des Lieux, Year:1992, Director:Richet.
Star Details - ID:ClC8, Title:Marie-Chantal contre le Docteur Kha, Year:1965, Director:Chabrol.
Star Details - ID:NoT3, Title:The Ugly Dachshund, Year:1965, Director:Tokar.
Star Details - ID:SJF19, Title:Hit!, Year:1976, Director:Furie.
Star Details - ID:HWx54, Title:Trent's Last Case, Year:1952, Director:H.Wilcox.
Star Details - ID:BE32, Title:That's Life!, Year:1986, Director:B.Edwards.
Star Details - ID:AKa5, Title:Ariel, Year:1983, Director:Kaurismaki.
Star Details - ID:HvH12, Title:Triumph, Year:1964, Director:Hart.
Star Details - ID:WiB30, Title:Sparrows, Year:1926, Director:Beaudine.
Star Details - ID:GrR15, Title:Irish Eyes are Smiling, Year:1944, Director:Ratoff.
Star Details - ID:VrM50, Title:Ask a Policeman, Year:1939, Director:Mr.Varnel.
Star Details - ID:TMa10, Title:Days of Heaven, Year:1978, Director:Malick.
Star Details - ID:RA8, Title:A Chorus Line, Year:1985, Director:Attenborough.
Star Details - ID:ECn152, Title:So This is Africa, Year:1933, Director:Cline.
Star Details - ID:FZe7, Title:La Traviata, Year:1983, Director:Zeffirelli.
Star Details - ID:RWF16, Title:Effi Briest, Year:1974, Director:Fassbinder.
Star Details - ID:YMZ20, Title:Ju Dou, Year:1990, Director:YM.Zhang.
Star Details - ID:EGU30, Title:Ruthless, Year:1954, Director:Ulmer.
Star Details - ID:RWi12, Title:The House on Telegraph Hill, Year:1951, Director:R.Wise.
Star Details - ID:YaY10, Title:Sexual Response, Year:1992, Director:Yosha.
Star Details - ID:JIv11, Title:Savages, Year:1972, Director:Ivory.
Star Details - ID:EdA10, Title:Point of Order, Year:1975, Director:deAntonio.
Star Details - ID:LiW8, Title:All Screwed Up, Year:1974, Director:Wertmuller.
Star Details - ID:PhN10, Title:Dead Calm, Year:1989, Director:Noyce.
Star Details - ID:ICr36, Title:The Enchanted Cottage, Year:1945, Director:Cromwell.
Star Details - ID:AKa10, Title:Hamlet Goes Business, Year:1985, Director:Kaurismaki.
Star Details - ID:ArH217, Title:Author, Author, Year:1982, Director:Hiller.
Star Details - ID:RTa14, Title:Tank Girl, Year:1995, Director:Talalay.
Star Details - ID:BvH8, Title:Every Which Way But Loose, Year:1978, Director:vanHorn.
Star Details - ID:RCh10, Title:Masterminds, Year:1997, Director:R.Christian.
Star Details - ID:FC23, Title:The Bitter Tea of General Yen, Year:1933, Director:Capra.
Star Details - ID:BoB1, Title:Parents, Year:1989, Director:Bob~Balaban.
Star Details - ID:MiG5, Title:Crime Doctor's Strangest Case, Year:1943, Director:M.Gordon.
Star Details - ID:RWa65, Title:A Girl, a Guy, and a Gob, Year:1941, Director:Ri.Wallace.
Star Details - ID:AD50, Title:Life in Blossom, Year:1947, Director:Dovzhenko.
Star Details - ID:LuM16, Title:When a Man Loves a Woman, Year:1994, Director:Mandoki.
Star Details - ID:RoS65, Title:Darby O'Gill and the Little People, Year:1959, Director:Stevenson.
Star Details - ID:DL9, Title:The Sound Barrier, Year:1951, Director:Lean.
Star Details - ID:ArN10, Title:Deadline, Year:1981, Director:Nicholson.
Star Details - ID:RSt441, Title:The Magic Shop, Year:1964, Director:R.Stevens.
Star Details - ID:IMN12, Title:Sex, Drugs, Rock and Roll, Year:1991, Director:McNaughton.
Star Details - ID:RiF26, Title:The Boston Strangler, Year:1968, Director:R.Fleischer.
Star Details - ID:EL69, Title:Cluny Brown, Year:1946, Director:Lubitsch.
Star Details - ID:JSd10, Title:Seems Like Old Times, Year:1980, Director:J.Sandrich.
Star Details - ID:GD2, Title:Geo le Mysterieux, Year:1916, Director:Dulac.
Star Details - ID:SeH40, Title:The Secret of the Loch, Year:1934, Director:Se.Hicks.
Star Details - ID:IBt5, Title:Thunder Rock, Year:1942, Director:J.Boulting.
Star Details - ID:JaC25, Title:Old Ironsides, Year:1926, Director:Cruze.
Star Details - ID:SLa15, Title:Swanee River, Year:1939, Director:Lanfield.
Star Details - ID:TMt10, Title:In the Company of Spies, Year:1999, Director:Matheson.
Star Details - ID:DaM35, Title:Matilda, Year:1978, Director:Dan.Mann.
Star Details - ID:INS10, Title:The Boys of St.Vincent, Year:1993, Director:J.N.Smith.
Star Details - ID:IvR23, Title:Father's Day, Year:1996, Director:Reitman.
Star Details - ID:JPM25, Title:Dirty Money, Year:1972, Director:Melville.
Star Details - ID:MKl10, Title:Ostkreuz, Year:1991, Director:Klier.
Star Details - ID:FBe11, Title:Spur der Steine, Year:1966, Director:F.Beyer.
Star Details - ID:EGU1, Title:The Black Cat, Year:1934, Director:Ulmer.
Star Details - ID:IPC5, Title:The Saint in London, Year:1939, Director:Carstairs.
Star Details - ID:RdM10, Title:D.O.A., Year:1949, Director:Mate.
Star Details - ID:ACo10, Title:One Day in September, Year:1999, Director:A.Cohn.
Star Details - ID:CSr15, Title:Al Amor Brujo, Year:1986, Director:Saura.
Star Details - ID:TG39, Title:The Black Knight, Year:1954, Director:Garnett.
Star Details - ID:RkM16, Title:Super Mario Bros., Year:1993, Director:Morton.
Star Details - ID:WSh1, Title:Star Trek V: The Final Frontier, Year:1989, Director:Shatner.
Star Details - ID:SBa22, Title:Teenage Mutant Ninja Turtles 3, Year:1994, Director:Barron.
Star Details - ID:RFG25, Title:School's Out, Year:1930, Director:McGowan.
